[English Term]	[Arabic Translation]	[Sentiment Score]	[Positive Occurrence Count]	[Negative Occurrence Count]
payments	المدفوعات	-0.753	7	24
pigeons	الحمام	-0.753	7	24
punt	قارب البنط	-0.753	7	24
reduced	مخفض	-0.753	7	24
aussies	أوسيس	-0.753	7	24
manner	أسلوب	-0.753	7	24
crop	محصول	-0.753	14	48
brees	بريس	-0.753	7	24
reveal	كشف	-0.753	7	24
dear	العزيز	-0.754	252	865
exist	يوجد	-0.756	82	282
grade	درجة	-0.756	144	495
died	توفي	-0.757	145	499
clowns	المهرجين	-0.758	9	31
does	هل	-0.758	870	2997
cv	السيرة الذاتية	-0.758	9	31
ouch	أي صوت للتعبير عن الألم	-0.758	18	62
anyones	الموثقة	-0.758	9	31
bows	أقواس	-0.758	9	31
mess	تعبث	-0.759	183	631
replace	استبدل	-0.76	31	107
struggle	صراع	-0.76	42	145
nfl	اتحاد كرة القدم الأميركي	-0.761	68	235
openly	بكل صراحة	-0.761	11	38
organization	منظمة	-0.761	11	38
prices	أسعار	-0.762	24	83
whoever	من	-0.762	133	460
punch	لكمة	-0.762	83	287
hoody	هودي	-0.763	13	45
idk	أتساءل	-0.763	154	533
highschool	مدرسة ثانوية	-0.764	28	97
flush	فورة	-0.764	15	52
economy	اقتصاد	-0.764	15	52
shag	شعر أشعث	-0.765	17	59
whos	هوس	-0.766	19	66
wrong	خاطئ	-0.766	735	2552
piercings	الثقب	-0.768	25	87
messing	العبث	-0.769	29	101
coughing	السعال	-0.769	95	331
lebron	ليبرون	-0.77	35	122
social	اجتماعي	-0.771	159	555
dick	ديك	-0.772	229	800
powerless	ضعيف	-0.774	2	7
imo	المنظمة البحرية الدولية	-0.774	6	21
moto	موتو	-0.774	2	7
psg	باريس سان جيرمان	-0.774	4	14
nickelodeon	مسرح	-0.774	4	14
controls	ضوابط	-0.774	4	14
ludicrous	مضحك	-0.774	2	7
aftertaste	المذاق المتخلف في الفم	-0.774	2	7
acct	الإنجاز والإبداع	-0.774	6	21
#wishful	#تواق	-0.774	2	7
quadruple	أربعة أضعاف	-0.774	2	7
#cried	#بكى	-0.774	2	7
sacramento	سكرامنتو	-0.774	2	7
measures	الإجراءات	-0.774	6	21
swipes	جعات رديئة	-0.774	2	7
horizontal	أفقي	-0.774	2	7
codeine	مخدر مستخرج من الأفيون	-0.774	2	7
eliminated	القضاء	-0.774	2	7
folders	المجلدات	-0.774	2	7
reals	ريال	-0.774	2	7
chipmunks	السنجاب	-0.774	2	7
unwilling	غير راغبة	-0.774	2	7
leech	علقة	-0.774	2	7
mma	مجلس العمل المتحد	-0.774	4	14
sane	عاقل	-0.774	6	21
bursary	منحة	-0.774	2	7
speculation	تخمين	-0.774	2	7
#dad	#أب	-0.774	2	7
learner	متعلم	-0.774	2	7
#lockout	#إضراب	-0.774	2	7
dees	الديس	-0.774	2	7
patients	المرضى	-0.774	10	35
requirement	مطلب	-0.774	2	7
burglar	لص	-0.774	2	7
insects	الحشرات	-0.774	4	14
cabs	سيارات الأجرة	-0.774	2	7
presidency	رئاسة	-0.774	2	7
lanyard	حبل قصير	-0.774	2	7
faked	مزيف	-0.774	4	14
abou	أبو	-0.774	2	7
suggesting	مما يشير إلى	-0.774	4	14
jokingly	مازحا	-0.774	2	7
#shot	#اطلاق_النار	-0.774	2	7
burt	بيرت	-0.774	2	7
jealously	بغيرة	-0.774	2	7
fussing	التجاذبات	-0.774	2	7
unsportsmanlike	غير الرياضي	-0.774	2	7
ribbons	شرائط	-0.774	2	7
westminster	وستمنستر	-0.774	2	7
psychological	نفسي	-0.774	2	7
#gas	#غاز	-0.774	2	7
quilts	لحاف	-0.774	2	7
spying	تجسس	-0.774	2	7
swings	أرجوحة	-0.774	8	28
psa	دعم البرامج والإدارة	-0.774	4	14
fowl	طير	-0.774	2	7
skimpy	بخيل	-0.774	2	7
sophomores	طلبة بالسنة الثانية الجامعية	-0.774	6	21
angers	يغضب	-0.774	2	7
cho	تشو	-0.774	2	7
nb	ملحوظة	-0.774	2	7
unanswered	بلا إجابة	-0.774	2	7
coached	درب	-0.774	4	14
phrases	عبارات	-0.774	4	14
airs	اجواء	-0.774	6	21
#dank	#شديد_الرطوبة	-0.774	2	7
painter	رسام	-0.774	2	7
queues	طوابير	-0.774	2	7
dmc	مدينة دبي للإعلام	-0.774	2	7
littered	تناثرت	-0.774	2	7
flint	صوان	-0.774	2	7
dumping	الإغراق	-0.774	4	14
#hahahahaha	#هههههههههه	-0.774	2	7
jedi	جدي	-0.774	2	7
#rams	#الكباش	-0.774	2	7
adopted	اعتمد	-0.774	8	28
allowance	بدل	-0.774	6	21
womans	نسائي	-0.774	8	28
jogging	الركض	-0.774	8	28
jell	تهلم يصبح ذو قوام هلامي	-0.774	4	14
#reds	#ليفربول	-0.774	2	7
hedgehog	قنفذ	-0.774	2	7
downloads	التحميلات	-0.774	2	7
effected	تنفذ	-0.774	2	7
blinded	معمى	-0.774	4	14
pegs	أوتاد	-0.774	2	7
#trill	#زغردة	-0.774	2	7
sabotage	تخريب	-0.774	2	7
slaving	استعبادها	-0.774	2	7
roughest	اقسى	-0.774	2	7
anton	انطون	-0.774	2	7
#innocent	#برئ	-0.774	2	7
aux	منتدى قلعة	-0.774	2	7
moaned	مشتكى	-0.774	2	7
#misfits	#غير_الأسوياء	-0.774	2	7
trailing	زائدة	-0.774	2	7
superficial	سطحي	-0.774	2	7
skimmed	منزوع الدسم	-0.774	2	7
pins	دبابيس	-0.774	12	42
bowel	أمعاء	-0.774	2	7
alum	الشب	-0.774	2	7
ciara	سيارا	-0.774	6	21
waka	واكا	-0.774	4	14
bonuses	المكافآت	-0.774	2	7
lengths	أطوال	-0.774	4	14
pascal	محدة ضغط	-0.774	2	7
stalks	سيقان	-0.774	2	7
environmental	بيئي	-0.774	2	7
modem	مودم	-0.774	2	7
scientific	علمي	-0.774	2	7
#shots	#لقطات	-0.774	2	7
comparable	مشابه	-0.774	4	14
bandaid	إسعافات أولية	-0.774	2	7
ema	ايما	-0.774	2	7
spank	صفعة على الكفل	-0.774	2	7
#smoke	#دخان	-0.774	2	7
cultures	الثقافات	-0.774	2	7
#sharks	#أسماك_القرش	-0.774	2	7
mids	أجهزة الإنترنت النقالة	-0.774	2	7
assistance	مساعدة	-0.774	6	21
hairline	خط دقيق	-0.774	4	14
merciful	رحيم	-0.774	2	7
serie	دوري الدرجة الاولى الايطالي	-0.774	2	7
#topshop	#توب_شوب	-0.774	2	7
stooges	المضحكين	-0.774	2	7
fumbles	تلمس	-0.774	2	7
#js	#شبيبة	-0.774	2	7
aired	بثت	-0.774	6	21
lux	لوكس	-0.774	2	7
crooks	المحتالون	-0.774	4	14
dimes	الدايمات	-0.774	4	14
cashed	صرفه	-0.774	2	7
inefficient	غير فعال	-0.774	2	7
nix	لا شىء	-0.774	2	7
grunting	الشخير	-0.774	2	7
ironically	ومن المفارقات	-0.774	4	14
requested	طلب	-0.774	6	21
shearer	جزاز	-0.774	4	14
photoshopped	التقط صورة	-0.774	2	7
forgetful	كثير النسيان	-0.774	2	7
overboard	البحر	-0.774	4	14
iwas	كنت	-0.774	4	14
christianity	مسيحية	-0.774	2	7
perverts	منحرفين	-0.774	2	7
dagger	خنجر	-0.774	2	7
forbidden	ممنوع	-0.774	4	14
operating	التشغيل	-0.774	2	7
mcdermott	ماكديرموت	-0.774	2	7
rumor	إشاعة	-0.774	8	28
quarters	أرباع	-0.774	16	56
shafted	مخدوع	-0.774	2	7
gayer	جاير	-0.774	2	7
gaf	صندوق الخليج الأطلسي	-0.774	4	14
arlington	أرلينغتون	-0.774	2	7
feds	الاجهزة الاتحادية	-0.774	2	7
rogue	محتال	-0.774	2	7
awfully	على نحو بغيض	-0.774	6	21
resigning	الاستقالة	-0.774	2	7
socialist	الاشتراكي	-0.774	2	7
grieving	الحزن	-0.774	2	7
shaken	اهتزت	-0.774	2	7
pun	لعبة الكلمات	-0.774	10	35
gotti	جوتي	-0.774	2	7
nonexistent	معدوم	-0.774	4	14
pacman	بكمن	-0.774	2	7
opt	اختار	-0.774	2	7
thon	ثون	-0.774	2	7
apologising	الاعتذار	-0.774	2	7
mardi	ماردي	-0.774	4	14
lunges	الطعنات	-0.774	2	7
ownership	ملكية	-0.774	4	14
#hurryup	#اسرع	-0.774	6	21
operator	عامل	-0.774	2	7
crashes	حوادث	-0.774	8	28
smd	مصلحة الارصاد الجوية	-0.774	2	7
climax	ذروة	-0.774	2	7
masturbate	مارس العادة السرية	-0.774	2	7
communicating	التواصل	-0.774	2	7
speeds	بسرعة	-0.774	2	7
accuracy	دقة	-0.774	2	7
kashmir	كشمير	-0.774	2	7
draining	استنزاف	-0.774	6	21
intl	تي	-0.774	2	7
pigtails	أسلاك التوصيل المصنوعة	-0.774	2	7
quilted	مبطن	-0.774	2	7
webcam	كاميرا ويب	-0.774	2	7
unintentionally	بدون قصد	-0.774	4	14
#monster	#وحش	-0.774	2	7
waistcoat	صدار	-0.774	2	7
gaelic	بالغالية	-0.774	2	7
abnormal	غير طبيعي	-0.774	2	7
concentration	تركيز	-0.774	6	21
wretched	ردئ	-0.774	6	21
moths	العث	-0.774	4	14
zo	زوي	-0.774	2	7
doh	وزارة الصحة	-0.774	4	14
chivalry	شهامة	-0.774	4	14
weasel	ابن عرس	-0.774	2	7
#doesn	#لا_توجد_الآن	-0.774	2	7
huntsville	هانتسفيل	-0.774	2	7
flap	رفرف	-0.774	2	7
taffy	حلوى	-0.774	2	7
iwanna	أريد	-0.774	2	7
morbidly	سقيم	-0.774	2	7
puzzles	الألغاز	-0.774	2	7
advisors	المستشارين	-0.774	2	7
refers	يشير	-0.774	2	7
employers	أرباب العمل	-0.774	2	7
sidekick	الصاحب	-0.774	2	7
ostrich	نعامة	-0.774	2	7
#kfc	#كنتاكي_فرايد_تشيكن	-0.774	2	7
#grandma	#جدة	-0.774	2	7
disappearing	تختفي	-0.774	4	14
whiny	متذمر	-0.774	4	14
genitals	الأعضاء التناسلية	-0.774	2	7
cribs	أسرة	-0.774	2	7
looser	مرونة	-0.774	2	7
notion	فكرة	-0.774	2	7
eats	يأكل	-0.777	39	137
owe	ندين	-0.778	37	130
slap	صفعة	-0.78	50	176
esteem	احترام	-0.781	19	67
whatsoever	أيا كان	-0.781	21	74
certain	المؤكد	-0.783	94	332
response	استجابة	-0.785	52	184
russia	روسيا	-0.786	24	85
believes	يعتقد	-0.787	11	39
account	حساب	-0.787	216	766
yuh	يوه	-0.787	11	39
pigeon	حمامة	-0.787	11	39
opinions	آراء	-0.788	20	71
believe	اعتقد	-0.788	792	2813
posing	تظاهر	-0.79	9	32
trends	اتجاهات	-0.79	9	32
amish	الأميش	-0.79	9	32
fold	طية	-0.79	9	32
#missyou	#أفتقدك	-0.79	18	64
suggested	اقترح	-0.79	9	32
valuable	قيم	-0.79	9	32
dragging	سحب	-0.792	16	57
bodies	جثث	-0.792	46	164
data	البيانات	-0.792	16	57
spree	انغماس	-0.794	28	100
affection	عاطفة	-0.794	7	25
coo	سجع	-0.794	7	25
#dog	#الكلب	-0.794	7	25
becky	بيكي	-0.794	7	25
depressing	محزن	-0.794	79	282
incase	في حالة	-0.794	14	50
rooting	تأصيل	-0.794	7	25
fans	المشجعين	-0.794	316	1129
ranger	الجوال	-0.794	7	25
barry	باري	-0.794	28	100
frustrated	محبط	-0.794	21	75
cloths	الملابس	-0.794	7	25
swears	يقسم	-0.794	7	25
anyways	على أي حال	-0.795	54	193
umm	ام	-0.796	45	161
wished	تمنى	-0.796	19	68
moan	أنين	-0.796	19	68
savior	منقذ	-0.797	12	43
shit	القرف	-0.797	2914	10437
asking	يسأل	-0.797	158	566
innings	نوبات	-0.797	12	43
ummm	يممم	-0.798	29	104
#nfl	#اتحاد_كرة_القدم_الأميركي	-0.799	22	79
sucked	امتص	-0.799	51	183
dignity	كرامة	-0.799	17	61
nightmares	الكوابيس	-0.8	37	133
happened	حدث	-0.801	232	834
lass	معشوقة	-0.802	15	54
chamber	غرفة	-0.802	5	18
messaged	بعث برسالة	-0.802	5	18
prescription	وصفة طبية	-0.802	5	18
slaughter	ذبح	-0.802	5	18
kobe	كوبي	-0.802	45	162
illuminati	المتنورين	-0.802	5	18
favoriting	في المفضلة	-0.802	10	36
facilities	مرافق	-0.802	5	18
frustrating	محبط	-0.802	15	54
bothered	ازعجت	-0.802	40	144
borderline	الحد الفاصل	-0.802	5	18
officers	ضباط	-0.802	10	36
rumours	الشائعات	-0.802	10	36
filing	الايداع	-0.802	5	18
areas	المناطق	-0.802	10	36
ther	ذر	-0.802	5	18
agger	آغر	-0.802	5	18
guts	أحشاء	-0.802	30	108
renew	جدد	-0.802	5	18
unemployment	بطالة	-0.802	10	36
inevitable	لا مفر منه	-0.802	5	18
arguments	الحجج	-0.802	20	72
receptionist	موظف استقبال	-0.802	5	18
balance	الرصيد	-0.803	48	173
media	وسائل الإعلام	-0.804	109	393
prayers	صلاة	-0.804	28	101
correct	صحيح	-0.805	54	195
notre	نوتر	-0.806	26	94
pts	نقطة	-0.806	13	47
clubs	الأندية	-0.807	34	123
moaning	الشكوى	-0.807	21	76
louisville	لويزفيل	-0.809	8	29
ta	تا	-0.809	48	174
ballin	بالين	-0.809	8	29
turd	غائط	-0.809	8	29
users	المستخدمين	-0.809	8	29
charges	الرسوم	-0.809	16	58
abt	أبت	-0.809	48	174
needa	يحتاج ل	-0.809	24	87
tackles	يتناول	-0.809	8	29
rethink	إعادة التفكير	-0.809	8	29
servers	خوادم	-0.809	8	29
pricks	الغرزات	-0.809	8	29
gangsta	العصابات	-0.809	8	29
pose	تشكل	-0.811	19	69
ebay	ايباي	-0.811	19	69
wank	العادة السرية	-0.811	30	109
threatening	مهدد	-0.812	11	40
arsenal	ترسانة	-0.813	214	779
pay	دفع	-0.813	404	1471
comment	تعليق	-0.815	65	237
typing	الكتابة	-0.815	17	62
mentions	يذكر	-0.815	17	62
useful	مفيد	-0.815	17	62
#afc	#الاتحاد_الآسيوي	-0.815	17	62
mitt	قفاز بشكل عام	-0.816	20	73
creep	زحف	-0.818	38	139
hopes	آمال	-0.818	38	139
wimp	واهن	-0.82	3	11
tapes	الأشرطة	-0.82	3	11
synced	تمت المزامنة	-0.82	3	11
wrinkled	متجعد	-0.82	3	11
manu	مانو	-0.82	3	11
sarcasm	سخرية	-0.82	12	44
muslim	مسلم	-0.82	15	55
#raining	#تمطر	-0.82	3	11
giver	معط	-0.82	3	11
forsaken	منبوذ	-0.82	3	11
urgency	إلحاح	-0.82	3	11
conduct	سلوك	-0.82	6	22
mali	مالي	-0.82	3	11
minnie	ميني	-0.82	3	11
saddened	بحزن	-0.82	3	11
rag	خرقة	-0.82	9	33
#issues	#قضايا	-0.82	3	11
saudi	سعودي	-0.82	3	11
jocks	لاعبو الاسطوانات	-0.82	3	11
#car	#سيارة	-0.82	3	11
alexis	الكسيس	-0.82	3	11
digs	غرفة مستأجرة	-0.82	3	11
resolved	مصمم	-0.82	3	11
whining	الأنين	-0.82	9	33
baskets	سلال	-0.82	3	11
wna	ونا	-0.82	3	11
plea	حجة	-0.82	3	11
mistress	عشيقة	-0.82	3	11
pointers	مؤشرات	-0.82	3	11
shelly	شيلي	-0.82	3	11
lamborghini	لامبورغيني	-0.82	3	11
#idc	#آي_دي_سي	-0.82	3	11
jaguars	النمور	-0.82	3	11
prez	بيريز	-0.82	3	11
abandoning	التخلي عن	-0.82	3	11
arsehole	الشرج	-0.82	6	22
instance	مثل	-0.82	3	11
scrape	كشط	-0.82	6	22
encountered	واجه	-0.82	6	22
feud	عداء	-0.82	3	11
#orange	#البرتقالي	-0.82	6	22
flopped	متخبط	-0.82	3	11
lovey	محبوب	-0.82	3	11
#sigh	#تنهد	-0.82	18	66
taxpayers	دافعي الضرائب	-0.82	3	11
charities	الجمعيات الخيرية	-0.82	3	11
understandable	مفهوم	-0.82	3	11
doris	دوريس	-0.82	3	11
impulse	دفعة	-0.82	3	11
seeker	باحث	-0.82	3	11
desperation	يأس	-0.82	6	22
switches	مفاتيح	-0.82	3	11
#stress	#إجهاد	-0.82	9	33
organize	تنظم	-0.82	3	11
kissin	كيسين	-0.82	3	11
tougher	أكثر صرامة	-0.82	3	11
persuade	اقناع	-0.82	3	11
asf	محامون بلا حدود	-0.82	3	11
sellin	بيع في	-0.82	3	11
pero	بيرو	-0.82	3	11
strangle	خنق	-0.82	3	11
auditorium	قاعة احتفالات	-0.82	3	11
stations	محطات	-0.82	18	66
edible	الصالحة للأكل	-0.82	3	11
processed	المصنعة	-0.82	3	11
pg	خريج	-0.82	9	33
#saved	#حفظ	-0.82	3	11
hedge	التحوط	-0.82	3	11
webster	ويبستر	-0.82	9	33
eyeing	تتطلع	-0.82	3	11
proposals	اقتراحات	-0.82	3	11
previews	معاينات	-0.82	3	11
tally	عد	-0.82	6	22
delaying	معوق	-0.82	3	11
admin	المشرف	-0.82	6	22
kimberley	كيمبرلي	-0.82	3	11
issues	قضايا	-0.822	64	235
sigh	تنهد	-0.823	37	136
nun	راهبة	-0.824	22	81
cuss	لعنة	-0.824	22	81
concerned	المعنية	-0.824	22	81
couldnt	لم أستطع	-0.825	60	221
#starving	#جائع	-0.826	16	59
creeping	زحف	-0.829	20	74
sneeze	عطس	-0.829	30	111
sins	الخطايا	-0.829	10	37
sell	يبيع	-0.829	99	366
wanting	الرغبة	-0.83	114	422
standards	المعايير	-0.831	44	163
policy	سياسة	-0.831	17	63
cussing	اللعن	-0.833	7	26
diaper	حفاضات	-0.833	7	26
dreading	الخوف	-0.833	28	104
forgiven	مغفور	-0.833	7	26
quits	إنهاء	-0.833	7	26
receiver	المتلقي	-0.833	7	26
wrists	المعصمين	-0.833	7	26
#catfish	#سمك_السلور	-0.833	7	26
advise	نصح	-0.833	14	52
cheap	رخيص	-0.834	99	368
#ouch	#أي_صوت_للتعبير_عن_الألم	-0.835	36	134
loyal	مخلص	-0.835	25	93
ain	العين	-0.835	455	1693
consequences	النتائج	-0.837	11	41
threatened	مهددة	-0.837	11	41
contemplating	تفكر	-0.837	11	41
shagging	النكاح	-0.837	11	41
teams	فرق	-0.838	123	459
bills	فواتير	-0.838	45	168
respond	رد	-0.839	49	183
grow	تنمو	-0.839	185	691
killed	قتل	-0.839	132	493
they	هم	-0.839	4644	17341
avoid	تجنب	-0.839	57	213
rat	فأر	-0.84	42	157
licking	لعق	-0.84	23	86
actual	فعلي	-0.841	98	367
#douche	#نضح	-0.843	4	15
turnout	تحول	-0.843	4	15
nout	نوت	-0.843	4	15
ea	عصام	-0.843	4	15
#oilers	#مزيتات	-0.843	4	15
detox	التخلص من السموم	-0.843	4	15
nevermind	لا بأس	-0.843	12	45
memorized	يحفظون	-0.843	4	15
somthing	سومثينغ	-0.843	4	15
barkley	باركلي	-0.843	4	15
unhappy	تعيس	-0.843	20	75
royals	العائلة المالكة	-0.843	4	15
arkansas	أركنساس	-0.843	8	30
rams	الكباش	-0.843	4	15
admitting	الاعتراف	-0.843	8	30
trumps	ينسخ	-0.843	4	15
babys	بابيس	-0.843	4	15
unusual	غير عادي	-0.843	4	15
thier	ثير	-0.843	8	30
#feelings	#مشاعر	-0.843	4	15
mandatory	إلزامي	-0.843	4	15
forcing	إجبار	-0.843	16	60
trigger	الزناد	-0.843	4	15
wen	ون	-0.845	107	402
posting	إرسال	-0.846	71	267
gov	زاويه	-0.847	17	64
#drama	#دراما	-0.85	9	34
forces	القوات	-0.85	9	34
beloved	محبوب	-0.85	9	34
peeve	غيظ	-0.85	9	34
nah	ناه	-0.851	82	310
tuition	دروس	-0.852	14	53
fuck	اللعنة	-0.852	1478	5595
gypsy	غجر	-0.853	19	72
yo	يو	-0.854	245	929
righteous	صالح	-0.856	5	19
fathom	سبر الغور	-0.856	5	19
steroids	المنشطات	-0.856	5	19
#addict	#مدمن	-0.856	5	19
#shocker	#أخبار_إثارة	-0.856	5	19
dodgers	المتهربين	-0.856	5	19
corridor	ممر	-0.856	5	19
participate	مشاركة	-0.856	10	38
yrs	سنوات	-0.856	35	133
#steelers	#ستيلرز	-0.856	5	19
political	سياسي	-0.857	41	156
#no	#لا	-0.857	87	331
creepy	زاحف	-0.858	67	255
considered	اعتبر	-0.858	26	99
unnecessary	غير ضروري	-0.859	16	61
aids	الإيدز	-0.859	16	61
thinks	يعتقد	-0.861	227	867
#money	#نقود	-0.862	17	65
sayin	ساين	-0.862	34	130
paying	دفع	-0.862	95	363
slightest	أدنى	-0.865	12	46
#confession	#اعتراف	-0.865	6	23
naive	ساذج	-0.865	6	23
rex	ريكس	-0.865	12	46
etiquette	آداب	-0.865	6	23
mush	عصيدة	-0.865	6	23
shown	أظهرت	-0.865	30	115
snail	حلزون	-0.865	6	23
pontoon	عوامة	-0.865	6	23
#growingup	#يشبون	-0.865	6	23
knocks	تقرع	-0.865	18	69
swore	أقسم	-0.865	6	23
coventry	كوفنتري	-0.865	6	23
heck	تبا	-0.865	36	138
vests	سترات واقية	-0.865	6	23
aren	ارين	-0.866	228	875
invisible	خفي	-0.868	13	50
creeps	لصوص	-0.868	13	50
funds	أموال	-0.868	13	50
children	الأطفال	-0.869	201	774
dont	لا	-0.871	898	3464
heartless	عديم الشفقة	-0.871	14	54
clown	مهرج	-0.873	22	85
remind	تذكير	-0.873	67	259
yards	ياردة	-0.875	31	120
dealing	تعامل	-0.875	31	120
#india	#الهند	-0.876	8	31
promote	تعزيز	-0.876	16	62
repeating	تكرار	-0.876	8	31
names	أسماء	-0.876	72	279
bragging	ثرثار	-0.877	17	66
wonder	عجب	-0.877	282	1094
screw	برغي	-0.879	63	245
pitching	نصب	-0.879	9	35
obvious	واضح	-0.879	44	171
cubs	اشبال	-0.879	9	35
bd	دينار بحريني	-0.879	9	35
eagles	النسور	-0.88	28	109
familiar	مألوف	-0.882	10	39
bullied	تخويف	-0.882	10	39
argh	أرغ	-0.882	10	39
fraud	احتيال	-0.882	10	39
drugs	المخدرات	-0.883	82	320
uncomfortable	غير مريح	-0.883	21	82
sack	كيس	-0.883	31	121
labour	عمل	-0.884	11	43
facts	حقائق	-0.884	22	86
politics	سياسة	-0.885	34	133
weave	نسج	-0.885	34	133
tissues	الأنسجة	-0.885	23	90
brat	شقي	-0.888	13	51
statuses	الأوضاع	-0.889	14	55
cutting	قطع	-0.89	57	224
jeez	جيز	-0.891	15	59
swallowed	ابتلع	-0.891	15	59
geez	الجيز	-0.891	15	59
anybody	أي شخص	-0.893	89	351
fantasy	خيال	-0.893	68	268
illness	مرض	-0.895	21	83
distracted	يصرف	-0.895	21	83
argue	تجادل	-0.895	42	166
drum	طبل	-0.896	23	91
death	الموت	-0.896	260	1028
insurance	تأمين	-0.897	48	190
cancer	سرطان	-0.903	54	215
anime	أنيمي	-0.907	4	16
overtaking	تجاوز	-0.907	1	4
unfair	غير منصف	-0.907	13	52
calculate	حساب	-0.907	1	4
squirting	التدفق	-0.907	2	8
uncut	غير مختصر	-0.907	1	4
cynicism	السخرية	-0.907	1	4
expectancy	توقع	-0.907	1	4
surgeries	عملية جراحية	-0.907	2	8
bada	بادا	-0.907	1	4
rodriguez	رودريجيز	-0.907	2	8
obsolete	مهمل	-0.907	1	4
kindred	انسباء	-0.907	1	4
#hm	#جلالة	-0.907	1	4
departing	المغادرين	-0.907	1	4
